publish_date,page,section,page_name,title,subtitle,author,url,source_line,matched_keywords,excerpt
2026-09-18,05,评论,第05版：评论,让“不一样”的孩子同样出彩（人民时评）,,,https://paper.people.com.cn/rmrb/pc/content/202609/18/content_30181819.html,《人民日报》（ 2026年09月18日 第 05 版）,人民时评,"医生驻校、康复师进班，把教育、医疗、康复三件事“装”进同一栋楼；在家门口设办学点，方便乡村特殊儿童就近入学……开学季温暖鲜活的场景，映照我国特殊教育稳步前行。
让每个孩子都拥有一张稳稳的课桌，需要温暖有力的托举。前不久，教育部等七部门联合印发《特殊教育发展提升“十五五”行动计划》，明确提出“到2030年，适龄残疾儿童义务教育入学率巩固在97%以上”。
经过多年不懈努力，我国残疾儿童义务教育入学率已达97%。从县城特教学校扩容增位，到乡镇办学点落地开花，再到送教上门不落深山村庄，广袤大地上，一个个就学堵点被打通，一张全覆盖的控辍保学网不断织密织牢。
立起一"
